text,annotations
"– how to describe the best sushi in nyc : hmmmm , delicious , amazing , fantastic , suculent , perfect , nah , all of the above .","[('sushi', 'food quality', 'positive', 'best')]"
"i ca n ' t saybenough good things about this restaurant , and i ca n ' t wait for my next several visits .","[('restaurant', 'restaurant general', 'positive', 'good')]"
the best chuwam mushi i have ever had .,"[('chuwam mushi', 'food quality', 'positive', 'best')]"
"good sushi , high price","[('sushi', 'food quality', 'positive', 'good')]"
one of the best sushi place in town .,"[('sushi place', 'restaurant general', 'positive', 'best')]"
the house special roll is really good .,"[('house special roll', 'food quality', 'positive', 'good')]"
"brunch at murphy ' s is to die for , my specialty . . . egg white omelet , the food is always freshly prepared .","[('brunch', 'food quality', 'positive', 'null')]"
it ' s the perfect spot for a romantic date for 2 or a secret rendezvous !,"[('spot', 'restaurant miscellaneous', 'positive', 'perfect')]"
save room for scrumptious desserts .,"[('desserts', 'food quality', 'positive', 'scrumptious')]"
the restaurant offers an extensive wine list and an ambiance you wo n ' t forget !,"[('wine list', 'drinks style options', 'positive', 'extensive')]"
– best mexican place for lunch in the financial district .,"[('mexican place', 'restaurant general', 'positive', 'best')]"
love the enchiladas and chicken soup - and be sure to check out their specials .,"[('enchiladas', 'food quality', 'positive', 'love')]"
the cooks have been at the restaurant for years and cook family recipes .,"[('cooks', 'food quality', 'positive', 'null')]"
"can get busy on fridays for a table but once seated , the service is so efficient you can be in and out of there quickly .","[('service', 'service general', 'positive', 'efficient')]"
the sushi was excellent and the wait staff was quick .,"[('sushi', 'food quality', 'positive', 'excellent')]"
the atmosphere was just okay .,"[('atmosphere', 'ambience general', 'neutral', 'okay')]"
"space was limited , but the food made up for it .","[('space', 'restaurant miscellaneous', 'negative', 'limited')]"
we stood there for 10 minutes while employees walked back and forth ignoring us .,"[('employees', 'service general', 'negative', 'ignoring')]"
"finally , my wife stood face to face in front of one of the staff and she asked , ` ` are you waiting for a table ? ' '","[('staff', 'service general', 'negative', 'null')]"
the caesar salad i ordered had so much lemon i could n ' t eat it .,"[('caesar salad', 'food quality', 'negative', 'null')]"
"great food , better margaritas !","[('food', 'food quality', 'positive', 'great')]"
"– this is one of my top lunch spots , huge portions , fast service and amazing margaritas ! !","[('portions', 'food style options', 'positive', 'huge')]"
"it gets really busy , so get there on the early side so you can grab a seat , if you do have to wait , its not bad because the service is quick !","[('service', 'service general', 'positive', 'quick')]"
"check out the art on the walls , very colorful !","[('art on the walls', 'ambience general', 'positive', 'colorful')]"
i love this place !,"[('place', 'restaurant general', 'positive', 'love')]"
– i have been eating at this place for over 8 years now and i have never had one bad meal .,"[('meal', 'food quality', 'positive', 'bad')]"
i highly recommend this place to all that want to try indain food for the first time .,"[('indain food', 'food quality', 'positive', 'recommend')]"
the lunch menu is an awesome deal !,"[('lunch menu', 'food prices', 'positive', 'awesome')]"
"plenty of food , trust me .","[('food', 'food style options', 'positive', 'plenty of')]"
fresh ingrediants and super tasty .,"[('ingrediants', 'food quality', 'positive', 'fresh')]"
"best food , phenominal service","[('food', 'food quality', 'positive', 'best')]"
"for the finicky sushi eater and those who have sampled the best nyc has to offer , the fish is the freshest and the service is superb .","[('fish', 'food quality', 'positive', 'freshest')]"
"not only can the selection be innovative , but there ' s a nice balance of traditional sushi as well .","[('selection', 'food style options', 'positive', 'innovative')]"
the nicest waiters in town .,"[('waiters', 'service general', 'positive', 'nicest')]"
– this place is unbelievably over - rated .,"[('place', 'restaurant general', 'negative', 'over - rated')]"
"if i want to stand in line on sunday for an hour to get average brunch food , then i would put murphy ' s at the top of the list .","[('brunch food', 'food quality', 'neutral', 'average')]"
the regular menu here is slightly above average that is not worth the snotty attitude that you receive .,"[('regular menu', 'food quality', 'neutral', 'above average')]"
"your a sushi fan , you love expertly cut fish , great sake , a killer soho location , and of course : salmon , tuna , fluke , yellow tail , cod , mackeral , jellyfish , sea urchin , shrimp , lobster , sea bream , trout , milk fish , blue fin tuna , eel , crab , sardine , monk fish , roe , scallop , oysters , and a varity of toro .","[('sushi', 'food quality', 'positive', 'null')]"
"there is only one place on the east coast that has it all , plus a lot more .","[('place', 'restaurant general', 'positive', 'null')]"
bring your cell phone cause you may have to wait to get into the best sushi restaurant in the world : blue ribbon sushi .,"[('blue ribbon sushi', 'restaurant general', 'positive', 'best')]"
"hands down , the best tuna i have ever had .","[('tuna', 'food quality', 'positive', 'best')]"
blue ribbon lives up to it ' s fantastic reputation .,"[('blue ribbon', 'restaurant general', 'positive', 'fantastic')]"
great value sushi with high quality & nice setting .,"[('sushi', 'food prices', 'positive', 'great')]"
try the chef ' s choice for sushi as the smoked yellowtail was incredible and the rolls were also tasty .,"[(""chef ' s choice for sushi"", 'food quality', 'positive', 'null')]"
poor customer service / poor pizza .,"[('customer service', 'service general', 'negative', 'poor')]"
"– as with most restaurants in seattle , mioposto ' s service was bad and the food was overpriced .","[('service', 'service general', 'negative', 'bad')]"
"i know many people have their favorite types of pizza and pizza places , but mioposto ' s pizza lacks quality and good taste .","[('pizza', 'food quality', 'negative', 'lacks quality')]"
"to be honest , i ' ve had better frozen pizza .","[('pizza', 'food quality', 'negative', 'better')]"
the only positive thing about mioposto is the nice location .,"[('location', 'location general', 'positive', 'nice')]"
"i was frankly shocked when i read the bad reviews - this place is fantastic ; it has not let us down in any way , and we ' ve eaten here more than 10 times .","[('place', 'restaurant general', 'positive', 'fantastic')]"
"the food is fantastic , and the waiting staff has been perfect every single time we ' ve been there .","[('food', 'food quality', 'positive', 'fantastic')]"
"the only problem would be the wait , but we usually just have a drink in the front while waiting .","[('wait', 'service general', 'neutral', 'null')]"
seabass on lobster risotto was the best .,"[('seabass on lobster risotto', 'food quality', 'positive', 'best')]"
caesar salad was superb .,"[('caesar salad', 'food quality', 'positive', 'superb')]"
great bottle of wine .,"[('bottle of wine', 'drinks quality', 'positive', 'great')]"
leave room for dessert .,"[('dessert', 'food quality', 'positive', 'null')]"
i waited for 10 - 15 minutes for service ordered a beer & was never served again .,"[('service', 'service general', 'neutral', 'null')]"
"the food was ok , but the service was so poor that the food was cold buy the time everyone in my party was served .","[('food', 'food quality', 'neutral', 'ok')]"
avoid the place,"[('place', 'restaurant general', 'negative', 'avoid')]"
when i got there i sat up stairs where the atmosphere was cozy & the service was horrible !,"[('atmosphere', 'ambience general', 'positive', 'cozy')]"
we left without ever getting service .,"[('service', 'service general', 'negative', 'null')]"
best crab cakes in town,"[('crab cakes', 'food quality', 'positive', 'best')]"
– thats a big statement considering i ' ve been pulling crab traps and making the cakes myself since i was about seven - but something about these little devils gets better every time .,"[('cakes', 'food quality', 'positive', 'better')]"
"if you can , come to this place by boat and make it a whole evening .","[('place', 'restaurant miscellaneous', 'positive', 'null')]"
"great seasonal fish and seafood , with a classy waterfront setting .","[('seasonal fish', 'food quality', 'positive', 'great')]"
"great pizza , poor service","[('pizza', 'food quality', 'positive', 'great')]"
"– love their pizza , especially the mushroom pizza .","[('pizza', 'food quality', 'positive', 'love')]"
also love their caeser salad .,"[('caeser salad', 'food quality', 'positive', 'love')]"
"prefer to order it and pick it up though because i do n ' t like the servers , one young woman in particular .","[('servers', 'service general', 'negative', ""n ' t like"")]"
– this place is famous for their breakfast .,"[('breakfast', 'food quality', 'positive', 'famous')]"
"many people talk about the great pizza and poor service , so it ca n ' t just be the rantings of a few dissatisfied customers .","[('pizza', 'food quality', 'positive', 'great')]"
it ' s a great little place with tons of potential to be a neighborhood joint if the service were n ' t so impersonal and corporate - like .,"[('place', 'restaurant general', 'positive', 'great little')]"
great breakfast,"[('breakfast', 'food quality', 'positive', 'great')]"
the food is great and they make a mean bloody mary .,"[('food', 'food quality', 'positive', 'great')]"
i love breakfast here .,"[('breakfast', 'food quality', 'positive', 'love')]"
their crab eggs benedict is addicting .,"[('crab eggs benedict', 'food quality', 'positive', 'addicting')]"
"all their menu items are a hit , and they serve mimosas .","[('menu items', 'food quality', 'positive', 'hit')]"
best chinese food i have tasted in a long time,"[('chinese food', 'food quality', 'positive', 'best')]"
the ambiance of the restaurant was nice and good for fine dinning .,"[('ambiance', 'ambience general', 'positive', 'nice')]"
the staff was very nice and courteous and obviously chinese .,"[('staff', 'service general', 'positive', 'nice')]"
"so about the prawns , they were fresh and had a slight crispiness about the batter . . . soooo good . . . the walnuts were cut in smaller pieces and very crunchy and tasty .","[('prawns', 'food quality', 'positive', 'fresh')]"
best honey walnyt prawns that we have every tasted .,"[('honey walnyt prawns', 'food quality', 'positive', 'best')]"
the brocollis were so fresh and tasty .,"[('brocollis', 'food quality', 'positive', 'fresh')]"
"i would normally not finish the brocolli when i order these kinds of food but for the first time , every piece was as eventful as the first one . . . the scallops and prawns was so fresh and nicely cooked .","[('brocolli', 'food quality', 'positive', 'null')]"
chintzy portions,"[('portions', 'food style options', 'negative', 'chintzy')]"
"– the sushi here is perfectly good , but for $ 5 a piece , either the slices of fish should be larger , or there should be no pretense that this is a moderately priced restaurant ( even for nyc ) .","[('sushi', 'food quality', 'negative', 'good')]"
"terrible service , food ok , pricey","[('service', 'service general', 'negative', 'terrible')]"
"food wise , its ok but a bit pricey for what you get considering the restaurant is n ' t a fancy place .","[('food', 'food quality', 'neutral', 'ok')]"
if i needed to name some they would include the location to the beach or golden gate park .,"[('location', 'location general', 'negative', 'null')]"
another plus is the open feel of the restaurant with glass walls on all sides .,"[('feel', 'ambience general', 'positive', 'plus')]"
amazing spanish mackeral special appetizer and perfect box sushi ( that eel with avodcao - - um um um ) .,"[('spanish mackeral special appetizer', 'food quality', 'positive', 'amazing')]"
"as usual the omikase did n ' t disappoint in freshness , although it scored low on creativity and selection .","[('omikase', 'food quality', 'positive', ""n ' t disappoint"")]"
"their specialty rolls are impressive , though i ca n ' t remember what we had .","[('specialty rolls', 'food quality', 'positive', 'impressive')]"
green tea creme brulee gets better each time i have it .,"[('green tea creme brulee', 'food quality', 'positive', 'better')]"
great selection of sakes .,"[('selection of sakes', 'drinks style options', 'positive', 'great')]"
it is n ' t the cheapest sushi but has been worth it every time .,"[('sushi', 'food prices', 'neutral', ""n ' t the cheapest"")]"
very poor customer service .,"[('customer service', 'service general', 'negative', 'poor')]"
"– schooner or later ' s charming location along the marina in long beach and average food does not , unfortunately , compensate for its very poor customer service .","[('location along the marina in long beach', 'location general', 'positive', 'charming')]"
"while this diner had reasonably good food , the restaurant staff seemed completely indifferent to our presence , and this attitude was reflected in the lack of service .","[('food', 'food quality', 'positive', 'good')]"
"the fish was fresh , though it was cut very thin .","[('fish', 'food quality', 'positive', 'fresh')]"
great service .,"[('service', 'service general', 'positive', 'great')]"
good sake selection .,"[('sake selection', 'drinks style options', 'positive', 'good')]"
dungeness crabs here !,"[('dungeness crabs', 'food quality', 'positive', 'null')]"
– ray ' s is the place to go for high quality seafood dinners .,"[('seafood dinners', 'food quality', 'positive', 'high quality')]"
i love dungeness crabs and at ray ' s you can get them served in about 6 different ways !,"[('dungeness crabs', 'food style options', 'positive', 'love')]"
we shared the family platter and i especially enjoyed the black cod in sake kasu .,"[('black cod in sake kasu', 'food quality', 'positive', 'enjoyed')]"
i ended the meal with the unusual dessert of a port and chocolate tasting . . . . yummy !,"[('dessert of a port and chocolate tasting', 'food quality', 'positive', 'unusual')]"
and the service was simply spendid - quite a delight .,"[('service', 'service general', 'positive', 'spendid')]"
"– great drinks , corn beef hash , coffee , b fast burritos , gluten free menu .","[('drinks', 'drinks quality', 'positive', 'great')]"
the service is fantastic at this fun place .,"[('service', 'service general', 'positive', 'fantastic')]"
"if there is a line very day of the week for the entire time a place is open , you know it is great .","[('place', 'restaurant general', 'positive', 'great')]"
best neighborhood standby .,"[('standby', 'restaurant general', 'positive', 'best')]"
in grammercy / union square / east village this is my neighbors and my favorite spot .,"[('spot', 'restaurant general', 'positive', 'favorite')]"
"the music is great , no night better or worse , the bar tenders are generous with the pouring , and the lighthearted atmosphere will lifts you spirits .","[('music', 'ambience general', 'positive', 'great')]"
"oh , and the cheese fries are awesome !","[('cheese fries', 'food quality', 'positive', 'awesome')]"
"good food , great service , average prices ( for the strip )","[('food', 'food quality', 'positive', 'good')]"
"when i walked in , i was taken aback by their incredible wood decor .","[('wood decor', 'ambience general', 'positive', 'incredible')]"
"the music playing was very hip , 20 - 30 something pop music , but the subwoofer to the sound system was located under my seat , which became annoying midway through dinner .","[('music', 'ambience general', 'positive', 'very')]"
i got the shellfish and shrimp appetizer and it was alright .,"[('shellfish and shrimp appetizer', 'food quality', 'neutral', 'alright')]"
"it was n ' t the freshest seafood ever , but the taste and presentation was ok .","[('seafood', 'food style options', 'neutral', 'ok')]"
"i picked the asparagus , which turned out to be incredible and perfectly prepared .","[('asparagus', 'food quality', 'positive', 'incredible')]"
"the 9 oz steak came next and it tasted great , at least initially .","[('9 oz steak', 'food quality', 'positive', 'great')]"
the steak was done to my exact liking ( medium rare ) and was nice and juicy .,"[('steak', 'food quality', 'positive', 'nice')]"
"it ? s served with either a peppercorn sauce or red wine reduction , though both were indistinguishable in taste .","[('red wine reduction', 'food quality', 'neutral', 'indistinguishable')]"
"though , one thing i realized later on was that the restaurant either used msg or a meat tenderizer on the steak .","[('steak', 'food quality', 'negative', 'null')]"
the desert was the perfect ending to an almost perfect dinner .,"[('desert', 'food quality', 'positive', 'perfect')]"
"overall , i would go back and eat at the restaurant again .","[('restaurant', 'restaurant general', 'positive', 'null')]"
but the servers were extremely attentive and very friendly .,"[('servers', 'service general', 'positive', 'attentive')]"
"good sake , good food – i honestly do n ' t know much about japanese food at all .","[('sake', 'drinks quality', 'positive', 'good')]"
server made several sake suggestions which were very good .,"[('sake', 'drinks quality', 'positive', 'good')]"
had many dishes but the best was the lobster 3 ways .,"[('lobster 3 ways', 'food quality', 'positive', 'best')]"
the waiter was a bit unfriendly and the feel of the restaurant was crowded .,"[('waiter', 'service general', 'negative', 'unfriendly')]"
"also , there was only one bathroom stall - probably need more for such big crowds .","[('bathroom stall', 'restaurant miscellaneous', 'positive', 'null')]"
"most importantly , we were so excited about the food after seeing the very creative menu .","[('menu', 'food style options', 'positive', 'creative')]"
"at best , the food was good and definately overpriced .","[('food', 'food quality', 'positive', 'good')]"
for the amount of food we got the prices should have been lower .,"[('food', 'food prices', 'negative', 'null')]"
my favortie pizza joint in seattle,"[('pizza joint', 'restaurant general', 'positive', 'favortie')]"
– this is my ` ` must bring out of town guests to ' ' restaurant and they always enjoy and rave about it .,"[('restaurant', 'restaurant general', 'positive', 'enjoy')]"
the pizza is delicious and the salads are fantastic .,"[('pizza', 'food quality', 'positive', 'delicious')]"
"i ' ve always found the wait staff and , if you sit at the bar , the cooks very friendly .","[('wait staff', 'service general', 'positive', 'friendly')]"
i also really enjoy the simplicity of the decor and intimate feeling of a small restaurant .,"[('decor', 'ambience general', 'positive', 'enjoy')]"
– my husband and i love eating at mioposto cafe .,"[('mioposto cafe', 'restaurant general', 'positive', 'love')]"
we ' re ca n ' t say enough about their delicious gourmet pizza ’ s !,"[('delicious', 'food quality', 'positive', 'pizza ’ s')]"
you won ’ t be disappointed by their menu .,"[('menu', 'food style options', 'positive', '’ t be disappointed')]"
the pizza ' s are thin crust and the menu offers very creative combinations and toppings .,"[(""pizza ' s"", 'food style options', 'positive', 'thin')]"
try the pizza ensalata !,"[('pizza ensalata', 'food quality', 'positive', 'try')]"
the pizza ' s are not huge and the crust is thin … keep that in mind when you ’ re ordering .,"[(""pizza ' s"", 'food style options', 'positive', 'not huge')]"
the food is sinful .,"[('food', 'food quality', 'positive', 'sinful')]"
the staff was really friendly .,"[('staff', 'service general', 'positive', 'friendly')]"
the atmosphere was great .,"[('atmosphere', 'ambience general', 'positive', 'great')]"
"the specialty here is decadent pancakes , but i ' ve been back now four times , and i ' ve been wowed every time .","[('pancakes', 'food quality', 'positive', 'decadent')]"
nothing on the menu is less than amazing .,"[('menu', 'food quality', 'positive', 'amazing')]"
good eats .,"[('eats', 'food quality', 'positive', 'good')]"
"i have been to this place , folks and it is bad .","[('place', 'restaurant general', 'negative', 'bad')]"
maybe it is good for that one night once in a blue moon when the chefs decide to use fish that ' s half - way decent .,"[('fish', 'food quality', 'negative', 'decent')]"
"i have been here , spent tons of money on a chef special dinner and it was a major dissappointment .","[('chef special dinner', 'food quality', 'negative', 'dissappointment')]"
– the atmosphere is great for any special occasion you might want to celebrate .,"[('atmosphere', 'ambience general', 'positive', 'great')]"
the best dish are the honwy walnut prawns - just outstanding .,"[('honwy walnut prawns', 'food quality', 'positive', 'outstanding')]"
fancy pieces of exotic fish on a $ 100 dollar plate and not one was eatable .,"[('exotic fish', 'food quality', 'negative', 'null')]"
the service is really attentive and charming .,"[('service', 'service general', 'positive', 'attentive')]"
"the service was excellent , the coffee was good even by starbucks standards and the food was outstanding .","[('service', 'service general', 'positive', 'excellent')]"
– i recently had the pleasure of dining as this delightful restaurant on 2nd street and wow what a great evening we had .,"[('restaurant', 'restaurant general', 'positive', 'delightful')]"
"the food is fantastic , authentic , delicious and very , very affordable .","[('food', 'food quality', 'positive', 'fantastic')]"
the decor was beautiful and unique .,"[('decor', 'ambience general', 'positive', 'beautiful')]"
"there was a really nice vibe about the place . . . good music , atmosphere and happy looking people .","[('music', 'ambience general', 'positive', 'good')]"
our server was very professional and friendly .,"[('server', 'service general', 'positive', 'professional')]"
to the owners of open sesame . . . bravo . . . i ca n ' t wait to come back to dine at your restaurant !,"[('open sesame', 'restaurant general', 'positive', 'null')]"
it ' s a tiny place so if you get there before 8pm on a weekend ( thurs ? sun ) you will find it easier to get a table or a seat at the sushi bar .,"[('place', 'restaurant miscellaneous', 'neutral', 'tiny')]"
"everything , and i mean everything on the menu is delectable .","[('menu', 'food quality', 'positive', 'delectable')]"
the waiters are very experienced and helpful with pairing your drink choice to your food tastes or vice versa .,"[('waiters', 'service general', 'positive', 'experienced')]"
"the sushi is as fresh as it comes ? you ' d think ocean was in their backyard , no joke !","[('sushi', 'food quality', 'positive', 'fresh')]"
"if you ' re interested in good tasting ( without the fish taste or smell ) , large portions and creative sushi dishes this is your place . . .","[('portions', 'food style options', 'positive', 'large')]"
big thick pepperoni,"[('pepperoni', 'food style options', 'positive', 'big')]"
– the pepperoni ' s cut real thick - - yum .,"[(""pepperoni ' s"", 'food style options', 'positive', 'thick')]"
"the pizza itself is not exactly the best i ' ve had ever , but still pretty good .","[('pizza', 'food quality', 'positive', 'good')]"
food was good and appetizing .,"[('food', 'food quality', 'positive', 'good')]"
"portions was just enough for me , but may not be for a big eater .","[('portions', 'food style options', 'neutral', 'enough')]"
fair menu selection .,"[('menu selection', 'food style options', 'neutral', 'fair')]"
"the appetizer was interesting , but the creme brulee was very savory and delicious .","[('appetizer', 'food quality', 'positive', 'interesting')]"
indoor ambience was modern .,"[('indoor ambience', 'ambience general', 'positive', 'modern')]"
"if it ' s nice outside , request for a table in the balcony .","[('balcony', 'ambience general', 'positive', 'nice')]"
it ' s a great place to people watch .,"[('place', 'restaurant miscellaneous', 'positive', 'great')]"
late night dinning with exeptional food .,"[('food', 'food quality', 'positive', 'exeptional')]"
"we were seated right away , the table was private and nice .","[('table', 'ambience general', 'positive', 'private')]"
the service was exceptional - sometime there was a feeling that we were served by the army of friendly waiters .,"[('service', 'service general', 'positive', 'exceptional')]"
"the food was very good , filet mignon was probably the best i ' ve ever try .","[('food', 'food quality', 'positive', 'good')]"
"the portions are big though , so do not order too much .","[('portions', 'food style options', 'neutral', 'big')]"
groovy music made the dinner casual .,"[('music', 'ambience general', 'positive', 'casual')]"
i have a but here - there was a bathroom attendant in the restroom which was odd .,"[('restroom', 'restaurant miscellaneous', 'negative', 'odd')]"
"the bathroom itself is very small with two toilets and only one sink , the girl was staying totally on the way hanging out paper towels from the dispenser .","[('bathroom', 'restaurant miscellaneous', 'negative', 'small')]"
"– mercedes restaurant is so tasty , the service is undeniably awesome !","[('service', 'service general', 'positive', 'awesome')]"
"the catering is out of this world , and raouls chicken vegetable soup rocks my world ! ! !","[('raouls chicken vegetable soup', 'food quality', 'positive', 'rocks')]"
"drinks are suberb , and i feel like i am in a third world country when i walk in the door .","[('drinks', 'drinks quality', 'positive', 'suberb')]"
the presentation of snooze is excellent and it is one of those places that you feel more sophisticated just for being there ; but peel back the layers and you have an overpriced ihop with a high brow menu .,"[('snooze', 'ambience general', 'negative', 'excellent')]"
"to start off , approximately 8 - 10 oz of orange juice will cost you $ 3 .","[('orange juice', 'drinks prices', 'negative', 'null')]"
"they serve it in a tall , skinny hour - glass shaped glass to disguise the fact that you a getting a small juice at the price of a half gallon in a supermarket .","[('juice', 'drinks style options', 'negative', 'small')]"
i should have just asked for the check when i saw that ; but their menu was so unique that i continued .,"[('menu', 'food style options', 'positive', 'unique')]"
the pancakes were certainly inventive but $ 8 . 50 for 3 - 6 ' ' pancakes ( one of them was more like 5 ' ' ) in the pancake flight ( sample of 3 different pancakes ) is well over - priced .,"[('pancakes', 'food style options', 'positive', 'inventive')]"
the pancakes should be larger ( at least 8 ' ' ) to justify the expense even with the unique offerings .,"[('pancakes', 'food style options', 'negative', 'null')]"
"on my meal i had to send back my eggs for a simple request of breaking the yokes before cooking , and would have had to send them back again if i had n ' t rejected the meal all together .","[('eggs', 'food quality', 'negative', 'null')]"
i rejected it because in the process of attempting to fix the eggs they broke something else in the dish and i was too frustrated to continue .,"[('dish', 'food quality', 'negative', 'frustrated')]"
"in the end our check came to $ 27 for 4 small pancakes , a breakfast burrito , an orange juice and an iced tea ( i had water ) .","[('pancakes', 'food style options', 'negative', 'small')]"
much more than just a great view !,"[('view', 'location general', 'positive', 'great')]"
– i am exceedingly pleased to report that my dinner at ray ' s boathouse last friday completely exceeded my expectations .,"[(""ray ' s boathouse"", 'restaurant general', 'positive', 'pleased')]"
"ray ' s is something of a seattle institution , but given its gorgeous sound views , i had suspected that the accolades were more due to the scenery than to the food and service .","[('sound views', 'location general', 'positive', 'gorgeous')]"
imagine my happy surprise upon finding that the views are only the third - best thing about ray ' s !,"[('views', 'location general', 'positive', 'third - best')]"
"to start things off , our lovely server brooke was quickly on hand to take my drink order .","[('brooke', 'service general', 'positive', 'lovely')]"
"my party of two was feeling particularly ambitious , and we splurged on the shilshole sampler . . . a beautiful assortment of enormous white gulf prawns , smoked albacore tuna , ray ' s fantastic manila clams seasoned with dill , scallops in a tasty soy dressing , and a tiny pile of dungeness crab atop a sublime butter sauce .","[('white gulf prawns', 'food style options', 'positive', 'enormous')]"
"for my entr & eacute ; e , i completely enjoyed the seared alaskan sea scallops complemented by chard , artichoke hearts , fennel , and pecorino toscano .","[('seared alaskan sea scallops', 'food quality', 'positive', 'enjoyed')]"
the scallops are apparently cooked in a black olive butter which really makes them unique ( not to mention tasty ) .,"[('scallops', 'food quality', 'positive', 'tasty')]"
my friend enjoyed the grilled alaskan king salmon with delectable creamed washington russet potatoes and crisp green beans .,"[('grilled alaskan king salmon', 'food quality', 'positive', 'enjoyed')]"
"i had a taste of all three items on her plate , and they were superb .","[('plate', 'food quality', 'positive', 'superb')]"
"our server continued to be attentive throughout the night , but i did remain puzzled by one issue : who thinks that ray ' s is an appropriate place to take young children for dinner ?","[('server', 'service general', 'positive', 'attentive')]"
"while i could have done without the youth who shared the evening with us , our wonderful server and food made the experience a very positive one .","[('server', 'service general', 'positive', 'wonderful')]"
"oh yeah . . . the view was good , too .","[('view', 'location general', 'positive', 'good')]"
yum !,"[('null', 'food quality', 'positive', 'yum')]"
do n ' t leave the restaurant without it .,"[('null', 'food quality', 'positive', 'null')]"
no comparison,"[('null', 'restaurant general', 'positive', 'null')]"
– i ca n ' t say enough about this place .,"[('place', 'restaurant general', 'positive', 'null')]"
snotty attitude,"[('null', 'service general', 'negative', 'snotty')]"
– we were treated very rudely here one time for breakfast .,"[('null', 'service general', 'negative', 'rudely')]"
we never had to wait more than 5 minutes .,"[('null', 'service general', 'positive', 'null')]"
they are not greasy or anything .,"[('null', 'food quality', 'positive', 'not greasy')]"
overrated,"[('null', 'restaurant general', 'negative', 'overrated')]"
– i was highly disappointed in the food at pagoda .,"[('food', 'food quality', 'negative', 'disappointed')]"
i will not go back .,"[('null', 'restaurant general', 'negative', 'null')]"
i will never return again .,"[('null', 'restaurant general', 'negative', 'null')]"
it was absolutely amazing .,"[('null', 'restaurant general', 'positive', 'amazing')]"
amazing .,"[('null', 'restaurant general', 'positive', 'amazing')]"
i can not wait to go back again this coming weekend !,"[('null', 'restaurant general', 'positive', 'null')]"
mmm . . . good !,"[('null', 'restaurant general', 'positive', 'good')]"
we ' re going back . : d,"[('null', 'restaurant general', 'positive', 'null')]"
finally a meal that you will remember for a long time !,"[('meal', 'food quality', 'positive', 'null')]"
very disappointing,"[('null', 'restaurant general', 'negative', 'disappointing')]"
– i took my parents here for their anniversary - very very disappointed ! ! !,"[('null', 'restaurant general', 'negative', 'disappointed')]"
nothing really came across as outstanding .,"[('null', 'food quality', 'negative', 'null')]"
very disappointed .,"[('null', 'restaurant general', 'negative', 'disappointed')]"
we were then charged for their most expensive sake ( $ 20 + per serving ) when we in fact drank a sake of less than half that price .,"[('null', 'service general', 'negative', 'expensive')]"
you are bound to have a very charming time .,"[('null', 'restaurant general', 'positive', 'charming')]"
not recommanded ! ! !,"[('null', 'restaurant general', 'negative', 'not recommanded')]"
it is not worth going at all and spend your money there ! ! !,"[('null', 'restaurant general', 'negative', 'not worth')]"
– pretty cheap for sit down mexican and downtown .,"[('null', 'restaurant prices', 'positive', 'cheap')]"
if you ' re in the area you should n ' t be disappointed .,"[('null', 'restaurant general', 'positive', ""n ' t be disappointed"")]"
ok . . . . – maybe i went in on someone ' s bad day . . . .,"[('null', 'restaurant general', 'negative', 'bad')]"
"took forever to get our order taken , water refills were too much to ask for and the only time she was fast was when we asked for our bill when we could get her attention .","[('null', 'service general', 'negative', 'null')]"
i do n ' t know if i ' ll be back . . . .,"[('null', 'restaurant general', 'negative', 'null')]"
"everything you want and more , very fresh .","[('null', 'food quality', 'positive', 'fresh')]"
"its worth the wait , especially since they ' ll give you a call when the table is ready .","[('null', 'restaurant general', 'positive', 'worth')]"
i went there with some friends one night to play bingo and watch the sox game and it was a blast !,"[('null', 'restaurant general', 'positive', 'blast')]"
every time ` ` 0 - sixtynine ' ' is called the bartender buys everyone drinks !,"[('bartender', 'service general', 'positive', 'null')]"
been there lots since and its always a good time .,"[('null', 'restaurant general', 'positive', 'good')]"
i found a new home on second avenue ! ! ! ! ! ! ! ! ! ! ! !,"[('null', 'restaurant general', 'positive', 'null')]"
just go there and see for yourself .,"[('null', 'restaurant general', 'positive', 'null')]"
"you need to watch your game , they will have it on for you .","[('null', 'service general', 'positive', 'null')]"
kudos to these guys .,"[('null', 'restaurant general', 'positive', 'kudos')]"
i found a new home and just moved with a long lease .,"[('null', 'restaurant general', 'positive', 'null')]"
unless you are just stopping in for a few drinks i would n ' t recommend going here .,"[('drinks', 'drinks quality', 'positive', 'null')]"
you are likely to be disappointed .,"[('null', 'restaurant general', 'negative', 'disappointed')]"
"it was romantic - and even nice even with my sister , reminded me of italy , and had artwork and music that kept up the feeling of being in a mediterrean villa .","[('null', 'ambience general', 'positive', 'romantic')]"
i recommend it for a night when you want to splurge ! ( it was a bit expensive ),"[('null', 'restaurant general', 'positive', 'recommend')]"
"the best thing is , the prices are also quite reasonable .","[('null', 'restaurant prices', 'positive', 'reasonable')]"
hidden little jem,"[('null', 'restaurant general', 'positive', 'jem')]"
– tucked away over by the beverly center .,"[('null', 'location general', 'neutral', 'null')]"
"you routinely see indian families and friends dining there , which is always a good sign .","[('null', 'restaurant miscellaneous', 'positive', 'good')]"
"normally , places ask how hot you want it , but they did n ' t .","[('null', 'service general', 'negative', 'null')]"
i should have thought to bring it up but never expected the food to be that mild .,"[('food', 'food quality', 'positive', 'mild')]"
and they packaged everything nicely so it did n ' t spill .,"[('null', 'service general', 'positive', 'nicely')]"
