text,annotations
the battery performance is all it ' s cracked up to be .,"[('battery performance', 'battery operation performance', 'positive', 'null')]"
"the sound is rich and plenty loud enough , but it won ' t replace your music system .","[('sound', 'multimedia devices operation performance', 'negative', 'rich')]"
backlit allow even guys with large hands to use this keyboard comfortably in any lighting .,"[('backlit', 'keyboard design features', 'positive', 'comfortably')]"
the trackpad and touchscreen are both excellent .,"[('trackpad', 'keyboard general', 'positive', 'excellent')]"
the speaker sound is ok but not great .,"[('speaker sound', 'multimedia devices general', 'neutral', 'ok')]"
i really do love this chromebook because it provides a large amount of utility and is perfect for a university setting and environment .,"[('chromebook', 'laptop general', 'positive', 'love')]"
"* the usb - c ports are working well , and i bought a multiple port adapter , which gives me a regular usb port along with a hdmi port an another usb - c port for charging .","[('usb - c ports', 'ports operation performance', 'positive', 'well')]"
speaker : good speakers but not the loudest .,"[('speakers', 'multimedia devices operation performance', 'positive', 'good')]"
the device is so sturdy and clean looking it is a pleasure to hold in my hands .,"[('device', 'laptop design features', 'positive', 'sturdy')]"
the touchscreen is very responsive and works great in tablet mode .,"[('touchscreen', 'display operation performance', 'positive', 'responsive')]"
the battery life is touted as 10 hours but i find that 7 .,"[('battery life', 'battery operation performance', 'negative', 'null')]"
this is a fantastic chromebook .,"[('chromebook', 'laptop general', 'positive', 'fantastic')]"
- single battery charge can last 13 - 9 hours depending on wifi / video / app demand,"[('battery charge', 'battery operation performance', 'positive', 'null')]"
i love this chromebook .,"[('chromebook', 'laptop general', 'positive', 'love')]"
"the touchscreen works very well , and android apps are working right now if you ' re on the beta channel for chrome os .","[('android apps', 'software operation performance', 'positive', 'null')]"
i love this chromebook !,"[('chromebook', 'laptop general', 'positive', 'love')]"
/ / really love this device .,"[('device', 'laptop general', 'positive', 'love')]"
i really like the keyboard .,"[('keyboard', 'keyboard general', 'positive', 'like')]"
the only drawback to the device so far is that it ' s not especially comfortable to use in tablet mode ; the edges of the bezel are little too ` ` sharp ` ` to comfortably rest your palms and at 2 .,"[('edges of the bezel', 'laptop design features', 'negative', 'sharp')]"
"as a laptop , this is just the size i need .","[('laptop', 'laptop design features', 'positive', 'null')]"
"the keyboard is often - praised , but i don ' t find it particularly spectacular .","[('keyboard', 'keyboard general', 'positive', 'praised')]"
"it is very light , and it seems surprisingly sturdy .","[('null', 'laptop design features', 'positive', 'light')]"
the battery life seems just as promised .,"[('battery life', 'battery general', 'neutral', 'null')]"
"the keyboard is comfortable to type on , although i haven ' t done so for more than a 1 - 2 hours .","[('keyboard', 'keyboard usability', 'positive', 'comfortable')]"
the screen is clear and bright and the system doesn ' t lag unless i have a large number of tabs open .,"[('screen', 'display design features', 'positive', 'clear')]"
"first , use case : i write a lot for work and use a chromebook as my daily driver for notes , word processing , spreadsheets , etc .","[('chromebook', 'laptop general', 'neutral', 'null')]"
battery last incredibly long .,"[('battery', 'battery operation performance', 'positive', 'incredibly')]"
it found and connected to my wireless printer also with no problems .,"[('it', 'laptop connectivity', 'positive', 'null')]"
this is exactly what i wanted .,"[('null', 'laptop general', 'positive', 'null')]"
i now feel like this could be my main computer for work and fun .,"[('computer', 'laptop general', 'positive', 'null')]"
give the asus flip 302 consideration .,"[('asus flip 302', 'laptop general', 'positive', 'null')]"
its battery life is quite good and the keyboard experience is great .,"[('battery life', 'battery general', 'positive', 'good')]"
the plugs are good and bad .,"[('plugs', 'ports general', 'neutral', 'good and bad')]"
i plugged in regular headphones and it was horribly low - very unenjoyable to listen to music this way .,"[('headphones', 'multimedia devices operation performance', 'negative', 'horribly')]"
"nice sized keyboard , works great as a tablet ( even shuts off the keyboard in tablet mode ) .","[('keyboard', 'keyboard design features', 'positive', 'nice')]"
this machine is far better than anything i ' ve ever owned .,"[('machine', 'laptop general', 'positive', 'better')]"
perfect size to use in bed and nice and bright .,"[('size', 'laptop design features', 'positive', 'perfect')]"
i don ' t think you ' ll find a better laptop at this price point .,"[('laptop', 'laptop price', 'positive', ""' t think you ' ll find a better"")]"
it ' s super thin and super light .,"[('null', 'laptop design features', 'positive', 'thin')]"
"as a traveler , this fits in my backpack without all the added weight of a small 13 ` ` laptop .","[('null', 'laptop portability', 'positive', 'null')]"
it is very light in weight but feels quite durable and strong .,"[('null', 'laptop design features', 'positive', 'light')]"
the picture quality is very good and the book itself is responsive and fast .,"[('picture quality', 'display quality', 'positive', 'good')]"
i can ' t recommend the asus c302 enough .,"[('asus c302', 'laptop general', 'positive', 'null')]"
the keyboard itself is probably the one physical weak point .,"[('keyboard', 'keyboard design features', 'negative', 'weak')]"
the touchscreen works well .,"[('touchscreen', 'display operation performance', 'positive', 'well')]"
"but , it does work and is handy .","[('null', 'laptop operation performance', 'positive', 'handy')]"
it ' s very light and sitting on the couch typing this is comfortable .,"[('null', 'laptop design features', 'positive', 'light')]"
sound is really low while using an aux speaker / headphone .,"[('sound', 'multimedia devices operation performance', 'negative', 'low')]"
spacebar doesn ' t always accept input,"[('spacebar', 'keyboard operation performance', 'negative', 'null')]"
this is my favorite computer of all the ones i have ever owned .,"[('computer', 'laptop general', 'positive', 'favorite')]"
the battery life is stunning .,"[('battery life', 'battery general', 'positive', 'stunning')]"
i ' ve just gotten started so this review may evolve over time but after several days i ' m insanely satisfied with this purchase and am going to be showing off to my friends for the foreseeable future .,"[('purchase', 'laptop general', 'positive', 'satisfied')]"
this chromebook is one of the best computers i ' ve ever used .,"[('chromebook', 'laptop general', 'positive', 'best')]"
"the asus chromebook flip 302ca is smooth , fast and incredibly well engineered and built .","[('asus chromebook flip 302ca', 'laptop operation performance', 'positive', 'smooth')]"
the screen resolution is great .,"[('screen resolution', 'display general', 'positive', 'great')]"
the touch pad is accurate .,"[('touch pad', 'hardware operation performance', 'positive', 'accurate')]"
my only gripe is that i wish there was a way to default the screen brightness as well as default the keyboard backlight to off .,"[('screen brightness', 'display design features', 'negative', 'null')]"
at a $ 500 price tag for a chromebook i was a little hesitant to pull the trigger but at this point i am very pleased with the purchase and i believe it is worth the price .,"[('purchase', 'laptop general', 'positive', 'pleased')]"
it ' s really nice to have the touchscreen when using apps and i can seamlessly transition back to using the trackpad / keyboard depending on what i ' m doing .,"[('touchscreen', 'display usability', 'positive', 'nice')]"
keyboard is comfortable and screen is sharp .,"[('keyboard', 'keyboard usability', 'positive', 'comfortable')]"
its very portable and battery should last full day of normal usage .,"[('null', 'laptop portability', 'positive', 'portable')]"
i truly love this chromebook .,"[('chromebook', 'laptop general', 'positive', 'love')]"
"the touch screen is really accurate , and the 360 flip feature is really easy - i can switch to tablet mode anytime , although i use this much more often as a laptop .","[('360 flip', 'out of scope design features', 'positive', 'easy')]"
"the pros definitely outweigh the cons , earning this chromebook 5 stars .","[('chromebook', 'laptop general', 'positive', 'null')]"
"great computer , especially for the price .","[('computer', 'laptop general', 'positive', 'great')]"
- two usb - c for charging ( no more odd angles ! ),"[('usb - c', 'ports general', 'positive', 'null')]"
- price is a bit expensive for a chromebook,"[('chromebook', 'laptop price', 'negative', 'expensive')]"
"it ' s perfect for school , surfing the web , and watching videos .","[('null', 'laptop general', 'positive', 'perfect')]"
"i really love the laptop , it is exactly what i wanted and expected in the price range and i ' m super happy with it !","[('laptop', 'laptop general', 'positive', 'love')]"
it feels and performs mighty solid as a laptop .,"[('laptop', 'laptop operation performance', 'positive', 'solid')]"
the wifi connectivity is strong and consistent in my experience .,"[('wifi connectivity', 'ports operation performance', 'positive', 'strong')]"
the only thing i didn ' t like is the screen isn ' t bright enough and the speakers aren ' t louder .,"[('screen', 'display operation performance', 'negative', ""' t like"")]"
"c302ca - dh54 gets the job done for work that doesn ' t require multiple cores for rendering , weight painting or ripping .","[('c302ca - dh54', 'laptop operation performance', 'positive', 'null')]"
the graphics are great .,"[('graphics', 'graphics general', 'positive', 'great')]"
i ' m in college right new studying information technology and it ' s been able to do everything i ' ve needed .,"[('null', 'laptop operation performance', 'positive', 'null')]"
it ' s a bit pricey for a chromebook but worth it right now .,"[('null', 'laptop price', 'negative', 'pricey')]"
"the only drawback is that it does not run the native android versions of microsoft office , and they should warn you about that .","[('microsoft office', 'software operation performance', 'negative', 'drawback')]"
this has met and exceeded my expectations .,"[('null', 'laptop general', 'positive', 'null')]"
"this is a small , well built product ideal for general usage .","[('product', 'laptop design features', 'positive', 'small')]"
the screen resolution is also very good when watching movies or viewing photos .,"[('screen resolution', 'display operation performance', 'positive', 'good')]"
i would highly recommend this !,"[('null', 'laptop general', 'positive', 'recommend')]"
"i love the backlight , it ' s not so bright as to blind you at night time .","[('backlight', 'keyboard design features', 'positive', 'love')]"
"speaker ' s are ok but not amazing , i do like that they are mounted on the sides so they work well in laptop or tablet mode equally well .","[('speaker', 'multimedia devices operation performance', 'positive', 'well')]"
"being able to use play store apps has been a huge plus and i ' m now so comfortable with google docs , i ' very already forgotten i even owned a windows laptop .","[('google docs', 'software usability', 'positive', 'comfortable')]"
but this screen is really good and the keyboard and form factor are much better .,"[('screen', 'display general', 'positive', 'good')]"
"i really enjoy the 2 - 1 aspect of the device and really like how when folded into tablet mode , there aren ' t any weird groves on the sides .","[('tablet mode', 'laptop general', 'positive', 'like')]"
"the computer itself is not bad , the 360 rotation and touch screen feel good .","[('computer', 'laptop general', 'neutral', 'not bad')]"
battery life is amazing .,"[('battery life', 'battery operation performance', 'positive', 'amazing')]"
very good purchase .,"[('null', 'laptop general', 'positive', 'good')]"
"in laptop form , it ' s mediocre at best .","[('laptop form', 'laptop general', 'neutral', 'mediocre')]"
"this chromebook is really one of the best you can own , in my opinion one of the best laptops in general !","[('chromebook', 'laptop general', 'positive', 'best')]"
the battery life is great and i love the touchscreen / flip feature .,"[('battery life', 'battery general', 'positive', 'great')]"
audio quest dragonfly is automatically detected and runs perfectly when attached to one of the usb - c ports .,"[('usb - c ports', 'ports operation performance', 'positive', 'perfectly')]"
the keyboard is backlit and big enough for my fingers .,"[('keyboard', 'keyboard design features', 'positive', 'null')]"
"i love everything about this laptop , the keyboard , screen resolution , and speed .","[('laptop', 'laptop general', 'positive', 'love')]"
"the battery lasts at least 8 - 9 hours using it to type notes and simple web browsing , making it perfect for students .","[('battery', 'battery operation performance', 'positive', 'perfect')]"
"it is quick , battery lasts a long time and certainly does what i need it to do ( which is web surfing multiple pages at the same time while having a few ms documents open ) .","[('null', 'laptop operation performance', 'positive', 'quick')]"
"it ' s a clean , mean , lean , machine .","[('machine', 'laptop design features', 'positive', 'clean')]"
the switch has been awesome .,"[('switch', 'hardware general', 'positive', 'awesome')]"
the backlit keyboard is awesome at night .,"[('backlit keyboard', 'keyboard design features', 'positive', 'awesome')]"
keyboard was a little confusing .,"[('keyboard', 'keyboard general', 'negative', 'confusing')]"
screen display is bright and has excellent graphics .,"[('screen display', 'display operation performance', 'positive', 'bright')]"
"this unit is ` ` pretty ` ` and stylish , so my high school daughter was attracted to it for that reason .","[('unit', 'laptop design features', 'positive', 'pretty')]"
for now i ' m okay with upping the experience & device to 3 out of 5 stars .,"[('device', 'laptop general', 'neutral', 'null')]"
"seems unlikely but whatever , i ' ll go with it .","[('null', 'laptop general', 'neutral', 'null')]"
this version has been my least favorite version i ' ve had for the following reasons listed bellow the pros .,"[('version', 'laptop general', 'negative', 'least favorite')]"
- biggest disappointment is the track pad .,"[('track pad', 'hardware general', 'negative', 'disappointment')]"
should not of bought this chromebook .,"[('chromebook', 'laptop general', 'negative', 'null')]"
after about 5 / 10 minutes of use the screen goes crazy and you have to force to power down and wait to restart .,"[('screen', 'display operation performance', 'negative', 'crazy')]"
i can not stand the trackpad or the keyboard keys .,"[('trackpad', 'keyboard general', 'negative', 'null')]"
the keyboard is stiff and unresponsive to my typing at times .,"[('keyboard', 'keyboard quality', 'negative', 'stiff')]"
the chromebook r 11 was hardly used and only a few months old .,"[('chromebook r 11', 'laptop usability', 'negative', 'null')]"
one day it just would not power up .,"[('null', 'battery operation performance', 'negative', 'null')]"
some apps don ' t work but the play store is still in beta right now,"[('apps', 'software general', 'negative', 'null')]"
"what really did it was when i tried contacting acer support i was simply told ` ` try a restart ` ` and then ` ` call google , we can ' t help you ` ` .","[('support', 'support general', 'negative', 'null')]"
returning it after one day,"[('null', 'laptop general', 'negative', 'null')]"
but do not dare will only be good for playing games maybe it will get better .,"[('it', 'laptop general', 'positive', 'good')]"
"after some use , the battery charge had logically gone down some ( down to about 80 % ) , and so i went back to my office to plug it in .","[('battery', 'battery operation performance', 'neutral', 'null')]"
asus customer support was through chat and cumbersome .,"[('asus customer support', 'support general', 'negative', 'cumbersome')]"
i had it on my desk and was watching youtube videos and it went black .,"[('null', 'laptop operation performance', 'negative', 'null')]"
the screen is very dim however .,"[('screen', 'display operation performance', 'negative', 'dim')]"
the brand new vivobook is dead in the water !,"[('vivobook', 'laptop quality', 'negative', 'dead')]"
don ' t buy this machine .,"[('machine', 'laptop general', 'negative', 'null')]"
sounds like a good deal for a $ 620 laptop but battery doesn ' t perform as promised i am hardly getting 4 hrs .,"[('laptop', 'laptop price', 'positive', 'good')]"
external speakers were decent sounding until right one gave away and now is heavily distorted at even mid vol .,"[('external speakers', 'multimedia devices general', 'positive', 'decent')]"
screen is good .,"[('screen', 'display general', 'positive', 'good')]"
keyboard is decent with good travel .,"[('keyboard', 'keyboard portability', 'positive', 'decent')]"
screen is amazing,"[('screen', 'display general', 'positive', 'amazing')]"
thin bezels allow for a compact frame,"[('bezels', 'laptop design features', 'positive', 'thin')]"
overall this is a good system for the price and i do recommend the ssd for the price .,"[('system', 'os price', 'positive', 'good')]"
"but my main concerns for everyone is the heat and fan noises , both are very apparent and if you have this on your lap you better have a laptop tray or keep it on a desk .","[('fan', 'fans cooling operation performance', 'negative', 'concerns')]"
always loved asus and they build amazing machines .,"[('asus', 'company general', 'positive', 'loved')]"
if you can save for 750 - 800 i would recommend going up a bit in the asus line .,"[('asus', 'company general', 'positive', 'recommend')]"
it seems like there is a problem with the processor because it constantly starts and stops while i ' m trying to surf the web .,"[('processor', 'cpu general', 'negative', 'null')]"
"bought this on may , barely used it and now 4 months later it ' s randomly shutting down every few minutes .","[('null', 'laptop general', 'negative', 'null')]"
pros : lightweight and looks nice .,"[('null', 'laptop portability', 'positive', 'pros')]"
this computer is loud !,"[('computer', 'laptop design features', 'negative', 'loud')]"
"i am so disgusted and disheartened by my dealings with asus support , it ' s hard to believe .","[('asus support', 'support quality', 'negative', 'disgusted')]"
returned because had it less than a month and it decided to go crazy and start typing by its self ect .,"[('null', 'laptop operation performance', 'negative', 'crazy')]"
this computer has wasted so much of my time already .,"[('computer', 'laptop general', 'negative', 'null')]"
it still is nice looking with a textured cover and being black overall .,"[('null', 'laptop design features', 'positive', 'nice')]"
it opens programs immediately .,"[('null', 'os operation performance', 'positive', 'null')]"
i do not think i will need to upgrade the ram .,"[('ram', 'memory general', 'neutral', 'null')]"
acer made a winner here !,"[('acer', 'laptop general', 'positive', 'winner')]"
buy this computer and you ' ll be very happy with it .,"[('computer', 'laptop price', 'positive', 'happy')]"
+ backlight kb and travel feels pretty nice on the keys .,"[('backlight kb', 'keyboard operation performance', 'positive', 'nice')]"
- an optical drive if you ever want to play a classic game or watch a dvd .,"[('optical drive', 'optical drives general', 'neutral', 'null')]"
the ports were another thing that i was really excited to see fully included on a laptop in this price range .,"[('ports', 'ports general', 'positive', 'excited')]"
"i ' ve been happy being able to plug in and run overwatch from time to time on this laptop , with higher settings .","[('laptop', 'laptop design features', 'positive', 'happy')]"
this is the best laptop for the price .,"[('laptop', 'laptop price', 'positive', 'best')]"
i like that it ' s got the 8th generation i5 cpu .,"[('8th generation i5 cpu', 'cpu general', 'positive', 'like')]"
dedicated graphics card,"[('graphics card', 'graphics general', 'positive', 'dedicated')]"
the plastic that borders the screen kind of comes out ever so slightly .,"[('screen', 'display design features', 'negative', 'null')]"
it ' s pretty fast for a laptop especially a laptop in this price point .,"[('laptop', 'laptop operation performance', 'positive', 'fast')]"
i would knock a star for the hard drive size since it ' s incredibly small but at this price you can easily pick up large one to add if you want to and it ' s not like you aren ' t warned when you buy it .,"[('hard drive size', 'hard disc miscellaneous', 'positive', 'small')]"
the picture clarity is amazing and the backlit keyboard is awesome .,"[('picture clarity', 'display quality', 'positive', 'amazing')]"
"overall , this budget laptop ticks all the boxes and there is nothing on the market that is new with so many features crammed in at this price .","[('budget laptop', 'laptop general', 'positive', 'null')]"
can ' t beat it for the price .,"[('null', 'laptop price', 'positive', 'null')]"
also love that access to the hd / ssd and ram slots is really easy .,"[('ram slots', 'memory design features', 'positive', 'easy')]"
acer seems to be the only one who puts together stuff like this .,"[('acer', 'laptop general', 'positive', 'null')]"
the bluetooth connects easily to everything .,"[('bluetooth', 'multimedia devices connectivity', 'positive', 'null')]"
it boots in seconds although i usually just leave it on constantly .,"[('boots', 'laptop operation performance', 'positive', 'null')]"
"- the battery life is excellent ( i get 6 - 8 hours of normal university student usage out of it ) and even when i ' m using it , it charges as fast as my phone .","[('battery life', 'battery operation performance', 'positive', 'excellent')]"
"however , other than video calls it does really well .","[('null', 'laptop general', 'positive', 'well')]"
- the spacebar is finicky .,"[('spacebar', 'keyboard design features', 'negative', 'finicky')]"
the chromebook has instant connection and a hugely impressive 8 - hour battery life when left on .,"[('chromebook', 'laptop connectivity', 'positive', 'null')]"
i just got it today and i love it !,"[('null', 'laptop general', 'positive', 'love')]"
"if you are in the google echo system , then this is great .","[('google echo system', 'software general', 'positive', 'great')]"
works great !,"[('null', 'laptop general', 'positive', 'great')]"
he loves it .,"[('null', 'laptop general', 'positive', 'loves')]"
"a great chromebook at a very reasonable price , includes the google play store .","[('chromebook', 'laptop general', 'positive', 'great')]"
"that being said , my son loves it .","[('null', 'laptop general', 'positive', 'loves')]"
"this is a functional laptop , perfect for work and casual internet browsing .","[('laptop', 'laptop operation performance', 'positive', 'functional')]"
"great computer and great value , our second chromebook and first one still doing fine just needed another for family .","[('computer', 'laptop general', 'positive', 'null')]"
i wanted an inexpensive chromebook and this fit the bill .,"[('chromebook', 'laptop price', 'positive', 'inexpensive')]"
set up is take out of box and open cover .,"[('set up', 'laptop usability', 'positive', 'null')]"
works great .,"[('null', 'laptop operation performance', 'positive', 'great')]"
"i loved mine , so i got her the same one .","[('null', 'laptop general', 'positive', 'loved')]"
can ' t really find a viewing angle where all of it looks right at the same time .,"[('null', 'display operation performance', 'negative', 'null')]"
very easy to set up .,"[('set up', 'laptop usability', 'positive', 'easy')]"
the chromebook was packaged well and we saw no defects ( ours was used ) .,"[('chromebook', 'shipping quality', 'positive', 'well')]"
it is a basic little laptop and i love it .,"[('laptop', 'laptop general', 'positive', 'love')]"
"the battery life is incredible and literally lasts all day , not to mention it charges to 100 % in about an hour and a half .","[('battery life', 'battery operation performance', 'positive', 'incredible')]"
linux is a fairly light os depending on the distro you use .,"[('linux', 'os design features', 'positive', 'light')]"
there is a lot of ' bang for your buck ' in the lenovo ideapad 320 .,"[('lenovo ideapad 320', 'laptop general', 'positive', 'null')]"
low rpm hdd .,"[('hdd', 'hard disc operation performance', 'negative', 'low')]"
my only fair complaint is that it occasionally restarts itself without warning ( usually no more than once every day or two ) .,"[('null', 'laptop operation performance', 'negative', 'complaint')]"
excellent laptop good speed on uploads and download .,"[('laptop', 'laptop general', 'positive', 'excellent')]"
love the screen resolution .,"[('screen resolution', 'display operation performance', 'positive', 'love')]"
a good product !,"[('product', 'laptop general', 'positive', 'good')]"
thanks for the good quality !,"[('null', 'laptop quality', 'positive', 'good')]"
light thin best price power laptop,"[('laptop', 'laptop design features', 'positive', 'light')]"
love this so much !,"[('null', 'laptop general', 'positive', 'love')]"
"at a ` ` black friday ` ` price , this computers specs could not be beat for the value to dollar performance ratio .","[('computers specs', 'laptop price', 'positive', 'null')]"
"overall , this was a good buy and i still love my purchase nonetheless .","[('null', 'laptop general', 'positive', 'good')]"
"i ' m using it mainly to store movies , and the 1 tb drive is nice .","[('drive', 'hard disc general', 'positive', 'nice')]"
nice keyboard .,"[('keyboard', 'keyboard general', 'positive', 'nice')]"
i have always loved loved the kindles .,"[('kindles', 'laptop general', 'positive', 'loved')]"
my only complaint is that the mouse keypad is a little big .,"[('mouse keypad', 'mouse design features', 'negative', 'complaint')]"
"so , i have had this laptop for almost a week and have put it through the ringer .","[('laptop', 'laptop general', 'neutral', 'null')]"
only thing i really didn ' t like about this was how quickly the battery drained .,"[('battery', 'battery operation performance', 'negative', ""' t like"")]"
i have n ' t used it much for gaming but i imagine it works fine .,"[('null', 'laptop operation performance', 'positive', 'fine')]"
my kids have played roblox and minecraft on it along with fortnite so i think it can handle online gaming pretty good .,"[('null', 'laptop operation performance', 'positive', 'good')]"
if you ' re big on aesthetics then you ' ll love the look .,"[('look', 'laptop design features', 'positive', 'love')]"
i will never use another microsoft program as long as i live .,"[('microsoft program', 'software general', 'negative', 'null')]"
just a home pc laptop that works very well .,"[('home pc laptop', 'laptop operation performance', 'positive', 'well')]"
"it has a full size keyboard , a number pad , a camera , and great big screen !","[('keyboard', 'keyboard design features', 'positive', 'null')]"
this is just perfect .,"[('null', 'laptop general', 'positive', 'perfect')]"
very happy with this laptop although not a fan of windows 10 .,"[('laptop', 'laptop general', 'positive', 'happy')]"
navigates well .,"[('navigates', 'out of scope general', 'positive', 'well')]"
"using it for doing programming , app development , and electronics projects .","[('null', 'laptop general', 'neutral', 'null')]"
so far i ' m enjoying it .,"[('null', 'laptop general', 'positive', 'enjoying')]"
it is very good for the price .,"[('null', 'laptop price', 'positive', 'good')]"
"but , until that time , this review stands as : do not buy if your care about the display ' s life .","[(""display ' s life"", 'display general', 'negative', 'null')]"
"so android is fun for tablet features , but its like embedding an android inside , without letting android apps out to utilize the full abilities of the chromium system .","[('android', 'os general', 'positive', 'fun')]"
google is expecting to add that in sometime in the next year .,"[('google', 'company general', 'neutral', 'null')]"
i was skeptical ordering this because of the conflicting reviews .,"[('null', 'laptop general', 'negative', 'skeptical')]"
it keep going off on sleep mode without any way to wake it up .,"[('null', 'laptop operation performance', 'negative', 'null')]"
which is really sad because in the time i could actually use the chromebook i absolutely loved it .,"[('chromebook', 'laptop general', 'positive', 'loved')]"
"i tried it , and it is very limited for the current price of $ 550 .","[('null', 'laptop operation performance', 'negative', 'limited')]"
"many apps aren ' t ` ` compatible ` ` and even the ones that work , they look awful .","[('apps', 'software operation performance', 'negative', 'awful')]"
another expensive & poorly executed samsung product .,"[('samsung product', 'laptop price', 'negative', 'expensive')]"
"thankfully , this time , acer has gotten that part right .","[('acer', 'company general', 'positive', 'thankfully')]"
"things are less clear here ; the toshiba again has better performance , and uses a real ssd , but it has less impressive build quality and even less impressive materials ; it does offer a backlit keyboard and an even nicer screen , still the nicest of these three .","[('toshiba', 'laptop operation performance', 'positive', 'better')]"
"i only mention this because , in my opinion , you ' re getting about $ 300 worth of performance here ; anyone telling you this device runs like a $ 500 or $ 800 computer is exaggerating .","[('device', 'laptop price', 'negative', 'exaggerating')]"
"for home users , these cheap machines fit many use cases from casual browsing and two - screening , to watching videos and calling family .","[('machines', 'laptop price', 'positive', 'cheap')]"
"as a 5 - year chromebook veteran , i ' ve been waiting for this machine .","[('machine', 'laptop general', 'positive', 'null')]"
"the processor on this chromebook is one of the best you can get on a chromebook at this price ( i did plenty of research ) , but you start to notice a lag when you have more than 3 browsers open at once .","[('processor', 'cpu price', 'positive', 'best')]"
"but , honesty , for the intended use case of a budget chromebook ( youtube , bill paying , amazon prime watching machine ) this difference is negligible .","[('chromebook', 'laptop quality', 'neutral', 'negligible')]"
i also don ' t want the power cord draped down the right side and annoying me .,"[('power cord', 'power supply design features', 'negative', 'annoying')]"
i was pleasantly surprised at how good it is .,"[('null', 'laptop general', 'positive', 'pleasantly')]"
"as a windows and mac user , i wasn ' t sure if i could benefit from using chromeos , but i find myself using it more than i anticipated .","[('null', 'os general', 'positive', 'null')]"
i was extremely hesitant to buy a used macbook pro ( it ' s still a lot of money ) but so far am surprisingly pleased with it .,"[('macbook pro', 'laptop general', 'neutral', 'hesitant')]"
"- new ports that were not in the 2011 model : hdmi port , extra thunderbolt video port ( now it has two instead of one )","[('ports', 'ports general', 'positive', 'new')]"
i had the chance to test the new radeon graphics card and it ' s really good .,"[('radeon graphics card', 'graphics general', 'positive', 'good')]"
"honestly , i think nobody uses these ports anyway .","[('ports', 'ports general', 'neutral', 'null')]"
"maybe that ' s a consequence of how the retina display is built , but yeah , it ' s harder to keep the screen clean .","[('screen', 'display general', 'negative', 'null')]"
"i do wish the screen were bigger , but i had to go with the 13 ` ` due to budget constraints , so that ' s on me .","[('screen', 'display general', 'neutral', 'null')]"
these macbook pro computers are expensive .,"[('macbook pro computers', 'laptop price', 'negative', 'expensive')]"
i think for others they are just buying into the brand .,"[('brand', 'company general', 'neutral', 'null')]"
i love the retina display .,"[('retina display', 'display general', 'positive', 'love')]"
i am extremely happy with this laptop .,"[('laptop', 'laptop general', 'positive', 'happy')]"
"it doesn ' t effect any of the functionality , but it was a little disappointing to open the box to see a dent on something i ' d just spend $ 1 , 000 on .","[('dent', 'laptop general', 'negative', 'disappointing')]"
it worked perfectly right out of the box .,"[('null', 'laptop operation performance', 'positive', 'perfectly')]"
great product !,"[('product', 'laptop general', 'positive', 'great')]"
"battery issues aside , i really love this laptop and it is easily the nicest piece of electronics i have ever owned .","[('battery', 'battery general', 'negative', 'null')]"
"neat and sleek build , great display and very nice os","[('build', 'laptop design features', 'positive', 'neat')]"
"the new touchpad takes a little getting used to , but otherwise it ' s been perfect .","[('touchpad', 'keyboard general', 'neutral', 'null')]"
the retina screen is amazing .,"[('retina screen', 'display operation performance', 'positive', 'amazing')]"
less of a fault of the much lauded diving board and more a factor of the very well designed new hardware .,"[('hardware', 'hardware design features', 'positive', 'well')]"
"not to mention , the touchbar is just another gimmicky addition to the ` ` future of apple ` ` ( really not as effective as one would think ) .","[('touchbar', 'keyboard general', 'positive', 'gimmicky')]"
a great computer !,"[('computer', 'laptop general', 'positive', 'great')]"
battery life is a huge plus !,"[('battery life', 'battery operation performance', 'positive', 'null')]"
such a nice mac,"[('mac', 'laptop general', 'positive', 'nice')]"
price was very good and met my expectations also shipping was very quick .,"[('null', 'laptop price', 'positive', 'good')]"
"however , i have to remove one star for the very unreliable magnetic charging connector .","[('charging connector', 'power supply design features', 'negative', 'null')]"
my first mac is awesome !,"[('mac', 'laptop general', 'positive', 'awesome')]"
it arrived on time and in excellent condition and my hubby has been happily using it now for several weeks with no problems .,"[('null', 'shipping general', 'positive', 'excellent')]"
this laptop has all the necessary ports .,"[('laptop', 'laptop design features', 'positive', 'null')]"
"as i bought 13 inch model , it is very portable .","[('model', 'laptop portability', 'positive', 'portable')]"
i ' ve been extremely impressed by this device .,"[('device', 'laptop general', 'positive', 'impressed')]"
overall : i ' m super happy with this product .,"[('product', 'laptop general', 'positive', 'happy')]"
"it feels responsive to me , and i went to settings to customize the speed , clicking , and scrolling .","[('null', 'hardware operation performance', 'positive', 'responsive')]"
the only drawback is that it only comes with 32 gb of hard drive .,"[('hard drive', 'hard disc design features', 'negative', 'drawback')]"
configuring the printer was a little tricky but not bad .,"[('printer', 'multimedia devices operation performance', 'neutral', 'not bad')]"
my desktop runs all my video editing software for my bigger and most demanding projects and mylaptop is great for editing video and running pc games in places other than my home ( like school ! ),"[('mylaptop', 'laptop miscellaneous', 'positive', 'great')]"
either they were so slow i couldn ' t get any work done or they just flat out broke after a couple months .,"[('null', 'laptop operation performance', 'negative', 'slow')]"
this is where the r11 gets interesting .,"[('r11', 'laptop usability', 'positive', 'interesting')]"
i have not had any freezing or screen flashing issues .,"[('screen', 'display operation performance', 'positive', 'null')]"
i guess i got one of the good ones as i have had no trouble at all .,"[('null', 'laptop general', 'positive', 'good')]"
"did i mention , i can access all my word , excel , and powerpoint files using the google apps .","[('google apps', 'software usability', 'positive', 'null')]"
